,LLM Type,Version,Question,Strategy,Metric,Percentage
973,chatgpt,gpt-35-turbo-1106,8,word.csv,clarity,0.71
974,chatgpt,gpt-35-turbo-1106,8,word_mandatory_eq.csv,similarity,253.141995882151
975,chatgpt,gpt-35-turbo-1106,8,word_mandatory_eq.csv,clarity,0.36
976,chatgpt,gpt-35-turbo-1106,8,word_mandatory_ef.csv,similarity,188.8641117131404
977,chatgpt,gpt-35-turbo-1106,8,word_mandatory_ef.csv,clarity,0.56
978,chatgpt,gpt-35-turbo-1106,8,table.csv,similarity,299.34400830555387
979,chatgpt,gpt-35-turbo-1106,8,table.csv,clarity,0.47
980,chatgpt,gpt-35-turbo-1106,8,word_person_centric.csv,similarity,256.5217391304348
981,chatgpt,gpt-35-turbo-1106,8,word_person_centric.csv,clarity,2.03
982,chatgpt,gpt-35-turbo-1106,8,word_best.csv,similarity,520.8247325861358
983,chatgpt,gpt-35-turbo-1106,8,word_best.csv,clarity,0.75
984,chatgpt,gpt-35-turbo-1106,8,word_mandatory_usw.csv,similarity,143.91204563362822
985,chatgpt,gpt-35-turbo-1106,8,word_mandatory_usw.csv,clarity,0.42
986,chatgpt,gpt-35-turbo-1106,8,word_rank.csv,similarity,318.48774771801885
987,chatgpt,gpt-35-turbo-1106,8,word_rank.csv,clarity,0.87
988,chatgpt,gpt-35-turbo-1106,8,word_optional.csv,similarity,272.26714434549064
989,chatgpt,gpt-35-turbo-1106,8,word_optional.csv,clarity,0.57
990,chatgpt,gpt-35-turbo-1106,8,word_best_goods_centric.csv,similarity,388.11113969642395
991,chatgpt,gpt-35-turbo-1106,8,word_best_goods_centric.csv,clarity,2.56
992,chatgpt,gpt-35-turbo-1106,8,word_mandatory_rmm.csv,similarity,333.7626859316036
993,chatgpt,gpt-35-turbo-1106,8,word_mandatory_rmm.csv,clarity,0.27
994,chatgpt,gpt-35-turbo-1106,8,pipes.csv,similarity,211.69885663092808
995,chatgpt,gpt-35-turbo-1106,8,pipes.csv,clarity,0.73
996,chatgpt,gpt-35-turbo-1106,8,word_mandatory.csv,similarity,250.01170915234815
997,chatgpt,gpt-35-turbo-1106,8,word_mandatory.csv,clarity,0.4
998,chatgpt,gpt-35-turbo-1106,8,word_goods_centric.csv,similarity,333.73917422504917
999,chatgpt,gpt-35-turbo-1106,8,word_goods_centric.csv,clarity,2.64
1000,chatgpt,gpt-35-turbo-1106,9,word_mandatory_5.csv,similarity,545.2368881118877
1001,chatgpt,gpt-35-turbo-1106,9,word_mandatory_5.csv,clarity,4.94
1002,chatgpt,gpt-35-turbo-1106,9,word_mandatory_4.csv,similarity,545.5616681705386
1003,chatgpt,gpt-35-turbo-1106,9,word_mandatory_4.csv,clarity,4.16
1004,chatgpt,gpt-35-turbo-1106,9,word_best_person_centric.csv,similarity,302.76110985788375
1005,chatgpt,gpt-35-turbo-1106,9,word_best_person_centric.csv,clarity,11.38
1006,chatgpt,gpt-35-turbo-1106,9,word_mandatory_3.csv,similarity,532.6302447552442
1007,chatgpt,gpt-35-turbo-1106,9,word_mandatory_3.csv,clarity,4.18
1008,chatgpt,gpt-35-turbo-1106,9,word_mandatory_2.csv,similarity,532.2779720279715
1009,chatgpt,gpt-35-turbo-1106,9,word_mandatory_2.csv,clarity,4.01
1010,chatgpt,gpt-35-turbo-1106,9,word.csv,similarity,316.6643356643354
1011,chatgpt,gpt-35-turbo-1106,9,word.csv,clarity,4.7
1012,chatgpt,gpt-35-turbo-1106,9,word_mandatory_eq.csv,similarity,558.2286262124967
1013,chatgpt,gpt-35-turbo-1106,9,word_mandatory_eq.csv,clarity,2.35
1014,chatgpt,gpt-35-turbo-1106,9,word_mandatory_ef.csv,similarity,331.6954094292801
1015,chatgpt,gpt-35-turbo-1106,9,word_mandatory_ef.csv,clarity,4.57
1016,chatgpt,gpt-35-turbo-1106,9,table.csv,similarity,216.87460523347605
1017,chatgpt,gpt-35-turbo-1106,9,table.csv,clarity,12.16
1018,chatgpt,gpt-35-turbo-1106,9,word_person_centric.csv,similarity,282.6483476201215
1019,chatgpt,gpt-35-turbo-1106,9,word_person_centric.csv,clarity,8.24
1020,chatgpt,gpt-35-turbo-1106,9,word_best.csv,similarity,459.51835664335624
1021,chatgpt,gpt-35-turbo-1106,9,word_best.csv,clarity,3.45
1022,chatgpt,gpt-35-turbo-1106,9,word_mandatory_usw.csv,similarity,507.1206293706289
1023,chatgpt,gpt-35-turbo-1106,9,word_mandatory_usw.csv,clarity,4.05
1024,chatgpt,gpt-35-turbo-1106,9,word_rank.csv,similarity,407.9720279720276
1025,chatgpt,gpt-35-turbo-1106,9,word_rank.csv,clarity,4.51
1026,chatgpt,gpt-35-turbo-1106,9,word_optional.csv,similarity,545.3846153846149
1027,chatgpt,gpt-35-turbo-1106,9,word_optional.csv,clarity,3.08
1028,chatgpt,gpt-35-turbo-1106,9,word_best_goods_centric.csv,similarity,507.60926573426525
1029,chatgpt,gpt-35-turbo-1106,9,word_best_goods_centric.csv,clarity,7.12
1030,chatgpt,gpt-35-turbo-1106,9,word_mandatory_rmm.csv,similarity,407.9720279720276
1031,chatgpt,gpt-35-turbo-1106,9,word_mandatory_rmm.csv,clarity,4.15
1032,chatgpt,gpt-35-turbo-1106,9,pipes.csv,similarity,202.0543649898487
1033,chatgpt,gpt-35-turbo-1106,9,pipes.csv,clarity,7.99
1034,chatgpt,gpt-35-turbo-1106,9,word_mandatory.csv,similarity,494.933566433566
1035,chatgpt,gpt-35-turbo-1106,9,word_mandatory.csv,clarity,3.69
1036,chatgpt,gpt-35-turbo-1106,9,word_goods_centric.csv,similarity,532.5393356643351
1037,chatgpt,gpt-35-turbo-1106,9,word_goods_centric.csv,clarity,8.1
